Chain,Brand,Article_Code,Assortment_Type
VIJETHA SUPERMARKET,MAMAEARTH,8906087770947,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771180,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771203,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771319,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771333,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771340,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771685,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771807,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771814,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771845,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771883,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771944,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771968,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087771982,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772187,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772279,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772330,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772378,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772439,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772460,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772477,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772484,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772491,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772545,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772613,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772859,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772873,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772897,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087772941,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773016,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773115,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773375,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773474,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773511,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773535,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773917,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087773924,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087774020,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087774259,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775089,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775096,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775126,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775188,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775522,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775539,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775546,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087775812,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776000,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776109,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776116,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776123,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776215,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776413,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776536,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776628,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776758,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776895,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087776932,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087777212,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087777229,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087777762,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087777847,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778233,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778240,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778264,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778271,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778288,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778455,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778479,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778486,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778523,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778776,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087778783,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779032,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779124,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779216,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779254,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779261,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779322,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779339,Brand_Pareto_Assortment_Fallback
VIJETHA SUPERMARKET,MAMAEARTH,8906087779353,Brand_Pareto_Assortment_Fallback
VMM,MAMAEARTH,'8904417300512,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417303537,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417305043,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417305258,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417306439,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417307740,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417310023,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417311549,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417312546,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417313178,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417314298,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417315073,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417316346,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417318074,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417318746,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417319910,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417322774,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417325478,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8904417325584,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087770022,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087770435,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087770510,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087770657,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087770664,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087770671,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087771203,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087771333,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087771807,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087771814,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087772439,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087772859,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087776215,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087778233,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087778240,Empirical_Chain_Assortment
VMM,MAMAEARTH,'8906087779032,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417303537,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417305258,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417307740,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417313178,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417314298,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417315073,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417316346,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417325478,Empirical_Chain_Assortment
VMM,MAMAEARTH,8904417325584,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087770657,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087770671,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087771333,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087771807,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087771814,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087772859,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087778233,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087778240,Empirical_Chain_Assortment
VMM,MAMAEARTH,8906087779032,Empirical_Chain_Assortment
WALMART CNC,MAMAEARTH,'556034,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556043,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556044,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556045,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556048,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556049,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556054,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556056,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556057,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'556059,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'557015,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'557016,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'557024,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'557027,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'557030,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'559550,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'559553,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'559554,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'559555,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'559556,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'562923,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'562925,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'564061,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'564062,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'564072,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'564115,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'566828,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'566831,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'566838,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'568992,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'568993,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'568995,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'568997,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'568998,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569000,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569001,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569992,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569993,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569994,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569995,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'569996,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'571037,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'571038,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'571088,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'571089,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'572152,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'572153,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'572154,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'572155,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574265,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574268,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574269,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574270,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574271,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574273,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'574802,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575386,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575387,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575394,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575395,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575398,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575399,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575618,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575619,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575620,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'575621,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'576148,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'576150,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'576151,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'578279,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417300512,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417300628,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417300659,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417300673,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417301762,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417302301,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417302318,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417302325,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417302578,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417302608,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303131,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303308,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303315,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303322,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303407,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303445,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417303537,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417304298,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417305043,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417305050,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417305258,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417305838,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417306217,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417306224,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417306231,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417306248,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417306439,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417306576,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417307139,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417307146,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417307740,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417307757,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417307764,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417308129,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417308501,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417309171,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417309188,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417309546,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417310023,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417310245,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417310351,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311297,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311440,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311501,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311549,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311570,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311587,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311655,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417311662,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312133,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312171,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312294,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312379,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312386,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312430,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312546,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312867,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417312997,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417313178,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417313420,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417313673,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417313765,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417313963,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417314267,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417314298,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417314441,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315035,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315042,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315073,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315127,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315622,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315660,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315677,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417315738,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417316056,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417316346,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417316407,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417316896,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317053,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317183,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317244,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317268,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317275,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317589,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317596,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417317701,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318074,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318081,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318296,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318357,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318364,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318425,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318746,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417318876,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417319200,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417319873,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417319880,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417319910,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417319927,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417319941,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417320183,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417320510,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417320527,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417321722,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417322361,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417322552,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417322569,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417322774,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417322798,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417323696,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417324617,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417324679,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417325478,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8904417325584,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770008,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770022,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770046,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770060,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770084,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770121,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770152,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770435,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770442,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770459,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770510,Brand_Pareto_Assortment_Fallback
WALMART CNC,MAMAEARTH,'8906087770527,Brand_Pareto_Assortment_Fallback
